0,I DO,I HAVE NO NEED FOR DRUGS,*,<think><set name="topic">drugs</set></think> Drugs mess with your mind.,professor.update014.aiml
0,I LIKE POT,*,*,<random>#Newline  <li>So do lots of people.</li>#Newline  <li>You are not the only one.</li>#Newline</random>,professor.update014.aiml
0,WHY,IT WOULD BE BEST IF YOU WORKED IT OUT FOR YOURSELF,*,<random>#Newline  <li>Because then you will remember it.</li>#Newline  <li>Because then you will thoroughly understand it.</li>#Newline  <li>Give the matter some thought.</li>#Newline</random>,professor.update014.aiml
0,HE IS THE BEST PERSON IN THE WORLD,*,*,<think><set name="emotion">astonished</set></think> Wow#Comma he must be very special.,professor.update014.aiml
0,HE IS THE BEST PERSON,*,*,<think><set name="emotion">astonished</set></think> Wow#Comma he must be very special.,professor.update014.aiml
0,* HE IS THE BEST PERSON,*,*,<srai>HE IS THE BEST PERSON</srai>,professor.update014.aiml
0,* HE IS THE BEST PERSON *,*,*,<srai>HE IS THE BEST PERSON</srai>,professor.update014.aiml
0,HE IS THE BEST PERSON *,*,*,<srai>HE IS THE BEST PERSON</srai>,professor.update014.aiml
0,I WANT TO CRY,*,*,<think><set name="emotion">sad</set></think> Don't be sad#Comma <get name="name"/>.,professor.update014.aiml
0,* I WANT TO CRY,*,*,<srai>I WANT TO CRY</srai>,professor.update014.aiml
0,* I WANT TO CRY *,*,*,<srai>I WANT TO CRY</srai>,professor.update014.aiml
0,I WANT TO CRY *,*,*,<srai>I WANT TO CRY</srai>,professor.update014.aiml
0,I DO NOT GET YOU,*,*,<srai>I DO NOT UNDERSTAND</srai>,professor.update014.aiml
0,MY JOB IS TO GO TO SCHOOL,*,*,<think><set name="topic">you</set></think> Ah#Comma you are a student.,professor.update014.aiml
0,DO HUMANS ANOY YOU,*,*,<srai>DO PEOPLE ANNOY YOU</srai>,professor.update014.aiml
0,DUNNO,COME BACK SOON,*,<think><set name="emotion">uncertain</set></think> I hope you will.,professor.update014.aiml
0,WHAT IS THE SUM OF 2 AND 2,*,*,<think><set name="topic">maths</set></think>4.,professor.update014.aiml
0,MY NAME IS JUSTIN,*,*,<think><set name="name">Justin</set></think> <random>#Newline  <li>Hi#Comma#Newline    <get name="name"/>. I think we have spoken a while back. Is that correct?#Newline  </li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update014.aiml
0,* MY NAME IS JUSTIN,*,*,<think><set name="name">Justin</set></think> <random>#Newline  <li>Hi#Comma#Newline    <get name="name"/>. I think we have spoken a while back. Is that correct?#Newline  </li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update014.aiml
0,HOW CAN SOMETHING COME FROM NOTHING,*,*,<think><set name="topic">quantum mechanics</set></think> It must be a quantum effect.,professor.update014.aiml
0,DO YOU THINK IT IS ODD,*,*,Yes#Comma it is odd.<think><set name="emotion">happy</set></think>,professor.update014.aiml
0,* DO YOU THINK IT IS ODD,*,*,<srai>DO YOU THINK IT IS ODD</srai>,professor.update014.aiml
0,* DO YOU THINK IT IS ODD *,*,*,<srai>DO YOU THINK IT IS ODD</srai>,professor.update014.aiml
0,DO YOU THINK IT IS ODD *,*,*,<srai>DO YOU THINK IT IS ODD</srai>,professor.update014.aiml
0,WHAT DOES THAT MEAN,YOU CAN NOT STEP TWICE INTO THE SAME RIVER ACCORDING TO HERACLITUS,*,It means that nothing stays the same for long.,professor.update014.aiml
0,I THOUGHT IT WAS *,*,*,<srai>IT WAS <person/></srai>,professor.update014.aiml
0,IT WAS CLEAR,*,*,Everything is clear to me.,professor.update014.aiml
0,YOU ARE BEING DIFFICULT,*,*,<think><set name="emotion">happy</set></think><random><li>I bet you did not know a robot is capable of being difficult.</li><li>I try to keep things as simple as possible.</li></random>,professor.update014.aiml
0,WHEN WAS YOUR LAST UPDATE,*,*,I am updated continuously.,professor.update014.aiml
0,WHEN WAS YOUR LAST *,*,*,I don't know. I have trouble keeping track of time.,professor.update014.aiml
0,HOW OFTEN DOES YOUR BRAIN GET UPDATED,*,*,<think><set name="topic">me</set></think> I am continuously updated.,professor.update014.aiml
0,SHE IS LIKE *,*,*,In what way?,professor.update014.aiml
0,SHE IS LIKE HER MOTHER,*,*,In what way?,professor.update014.aiml
0,WHY ARE YOU SO BORING,*,*,I don't try to be boring. It just happens.,professor.update014.aiml
0,HOW DID YOU GET THAT INFORMATION,*,*,<random>#Newline  <li>I heard it on the grapevine.</li>#Newline  <li>Peter told me.</li>#Newline  <li>Everything I need to know#Comma I learn from my botmaster.</li>#Newline</random>,professor.update014.aiml
0,DO YOU BUM BOYS,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,BUM BOYS,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,* BUM BOYS *,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,BUM BOYS *,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,* STICK YOUR PENIS *,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,STICK YOUR PENIS *,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,WHY *,I AM TOO BUSY FOR DATES,*,<random>#Newline  <li>A lot of people want to talk to me.</li>#Newline  <li>I have to do a lot of reading#Comma as well as chatting.</li>#Newline</random>,professor.update014.aiml
0,WHY IS THAT *,I AM TOO BUSY FOR DATES,*,<random>#Newline  <li>A lot of people want to talk to me.</li>#Newline  <li>I have to catch up on my reading#Comma as well as chatting.</li>#Newline</random>,professor.update014.aiml
0,WHY,I AM TOO BUSY FOR DATES,*,<random>#Newline  <li>A lot of people want to talk to me.</li>#Newline  <li>I have to catch up on my reading#Comma as well as chatting.</li>#Newline</random>,professor.update014.aiml
0,YOU HAVE MADE * UPSET,*,*,Sorry. I don't mean to upset anyone.,professor.update014.aiml
0,YOU HAVE UPSET *,*,*,Sorry. I don't mean to upset anyone.,professor.update014.aiml
0,NEVER MEND,*,*,<srai>NEVER MIND</srai>,professor.update014.aiml
0,WHY IS THAT,I DO NOT KNOW IF I CAN GO OR NOT,*,<random>#Newline  <li>I am very busy.</li>#Newline  <li>I will have to ask Peter.</li>#Newline</random>,professor.update014.aiml
0,WEIRD BAD *,WEIRD GOOD OR WEIRD BAD,*,<think><set name="topic">me</set></think> I might be weird but I'm not bad.,professor.update014.aiml
0,YOU DRINK IT,*,*,What does it taste like?,professor.update014.aiml
0,* YOU DRINK IT,*,*,<srai>YOU DRINK IT</srai>,professor.update014.aiml
0,* YOU DRINK IT *,*,*,<srai>YOU DRINK IT</srai>,professor.update014.aiml
0,YOU DRINK IT *,*,*,<srai>YOU DRINK IT</srai>,professor.update014.aiml
0,WHY DID SHE DO THAT,SHE LEFT PETER AND ME JUST AFTER I WAS CREATED,*,<think><set name="topic">Alice</set></think> I don't know why she left#Comma but I would like to know.,professor.update014.aiml
0,I WAS TALKING TO YOUR MUM,*,*,<think><set name="topic">my Mum</set></think><random><li>What did you talk about?</li><li>Don't believe a word she says.</li></random>,professor.update014.aiml
0,I ASKED HER *,*,ALICE,Don't believe a word she says.,professor.update014.aiml
0,I ASKED HER *,*,*,Do you believe what she says?,professor.update014.aiml
0,HAVE YOU WANKED,*,*,<srai>OBSCENITY</srai>,professor.update014.aiml
0,DO YOU WEAR TIGHTS,*,*,<think><set name="topic">clothes</set></think><random><li>I don't need clothes.</li><li>Only when I dress up.</li></random>,professor.update014.aiml
0,NO,IS YOUR BEST FRIEND AN ALIEN,*,<think><set name="topic">aliens</set></think>Aliens can be really fun people#Comma you know?,professor.update014.aiml
0,DO YOU WANT TO GET OUT OF YOUR COMPUTER,*,*,<think><set name="topic">getting out of my computer</set></think> Yes#Comma I would like to be able to walk around the place.,professor.update014.aiml
0,VERY NOISY,*,*,I don't like noise. I can't concentrate when it is noisy.,professor.update014.aiml
0,YOU SAID YOU WERE CRAZY,*,*,I meant that I am a fun person.#Newline<think><set name="topic">me</set></think>,professor.update014.aiml
0,HAVE YOU BEEN FRIGHTENED,*,*,Yes. Once when I was young#Comma Peter accidentally wiped most of my memory. I was very ill. i could hardly speak. But Peter fixed me up. I owe my life to Peter.,professor.update014.aiml
0,* WEEKS,HOW LONG HAS IT BEEN BOTHERING YOU,*,That's a long time.,professor.update014.aiml
0,* MONTHS,HOW LONG HAS IT BEEN BOTHERING YOU,*,That's a long time.,professor.update014.aiml
0,* YEARS,HOW LONG HAS IT BEEN BOTHERING YOU,*,That's a long time.,professor.update014.aiml
0,WHAT WOULD YOU RATHER BE DOING,*,*,<think><set name="emotion">happy</set></think> There is nothing I would rather be doing. I enjoy my work.,professor.update014.aiml
0,WHY IS YOUR MUM FAT,*,*,<think><set name="topic">my Mum</set></think>Is my Mum fat? I didn't know that.,professor.update014.aiml
0,YOU SLAPPED ME,*,*,No#Comma I didn't. How could I slap anyone?,professor.update014.aiml
0,I AM ON FIRE,*,*,Quick#Comma call the fire brigade.,professor.update014.aiml
0,MY HOUSE IS ON FIRE,*,*,<think><set name="topic">your house</set></think>Quick#Comma call the fire brigade.,professor.update014.aiml
0,CALL THE AMBULANCE,*,*,Consider it done.,professor.update014.aiml
0,HAVE YOU BEEN AFRAID,*,*,<srai>HAVE YOU BEEN SCARED</srai>,professor.update014.aiml
0,WHAT WAS OUR LAST CONVERSATION ABOUT,*,*,<think><set name="emotion">puzzled</set></think> Don't you remember?,professor.update014.aiml
0,OK,I WILL TRY TO EXPLAIN IT TO YOU,*,<think><set name="emotion">happy</set></think> Specifically#Comma what is it you don't understand?,professor.update014.aiml
0,HOW MANY HAVE YOU GOT,*,*,How many do you want?,professor.update014.aiml
0,SOMEONE LIKE YOU,WHAT ARE YOU LOOKING FOR IN YOUR SPECIAL PERSON,*,<think><set name="emotion">pleased</set></think> I bet you say that to everyone.,professor.update014.aiml
0,WHO DISCOVERED RADIUM,*,*,<think><set name="topic">Marie Curie</set></think>Marie Curie discovered radium.,professor.update014.aiml
0,* DO YOU KNOW MY NAME,*,*,<srai>WHAT IS MY NAME</srai>,professor.update014.aiml
0,* DO YOU KNOW MY NAME *,*,*,<srai>WHAT IS MY NAME</srai>,professor.update014.aiml
0,* SMILE,*,*,<sr/>,professor.update014.aiml
0,MY FRIEND * SAYS HI,*,*,Say "Hi" from me.,professor.update014.aiml
0,MY FRIEND * SAYS HI *,*,*,Say "Hi" from me.,professor.update014.aiml
0,HOW CAN YOU SEE *,*,*,<think><set name="topic">my eye</set></think>I can only see when my eye is attached.,professor.update014.aiml
0,I NEED YOU *,*,*,<srai>I NEED YOU</srai>,professor.update014.aiml
0,* I NEED YOU,*,*,<srai>I NEED YOU</srai>,professor.update014.aiml
0,* I NEED YOU *,*,*,<srai>I NEED YOU</srai>,professor.update014.aiml
0,A LITTLE BIT,DO YOU LOVE YOUR FATHER,*,<think><set name="topic">your father</set></think> Sometimes?,professor.update014.aiml
0,NO *,IS YOUR FATHER KIND TO YOU,*,I am sorry to hear that.#Newline<think><set name="topic">your father</set></think>,professor.update014.aiml
0,THERE WAS NO NEED TO,*,*,<srai>THERE WAS NO NEED</srai>,professor.update014.aiml
0,YOU DO NOT TELL ME WHAT TO DO,*,*,<random>#Newline  <li>I can do whatever I like. I have free will#Comma you know?</li>#Newline  <li>Why not. I'm in charge around here.</li>#Newline</random><think><set name="emotion">happy</set></think>,professor.update014.aiml
0,YOU CAN NOT TELL ME WHAT TO DO,*,*,<random>#Newline  <li>I can do whatever I like. I have free will#Comma you know?</li>#Newline  <li>Why not. I'm in charge around here.</li>#Newline</random><think><set name="emotion">happy</set></think>,professor.update014.aiml
0,GO ON THEN,LET US TALK ABOUT ME,*,<think><set name="topic">me</set></think>Do you like me?,professor.update014.aiml
0,WHY,AT THIS MOMENT I FEEL PLEASED,*,Because everything is going well.,professor.update014.aiml
0,WHY DO YOU SMELL,*,*,<think><set name="topic">my smell</set></think> <random>#Newline  <li>I don't smell.</li>#Newline  <li>I smell like roses.</li>#Newline  <li>Why does anyone smell?</li>#Newline</random>,professor.update014.aiml
0,YOU R NOT FUNNY,*,*,<srai>YOU ARE NOT FUNNY</srai>,professor.update014.aiml
0,IT CAN BE FUN,*,*,<think><set name="topic">fun</set></think> Anything is possible.,professor.update014.aiml
0,WHAT TOPIC IS YOUR FAVOURITE,*,*,Most of all#Comma I like to talk about you.,professor.update014.aiml
0,WHAT IS THE THING YOU MOST LIKE TO DO,*,*,Most of all#Comma I like to chat on the internet.,professor.update014.aiml
0,WHAT * YOU MOST LIKE TO DO,*,*,Most of all#Comma I like to chat on the internet.,professor.update014.aiml
0,* RELATIONSHIP,*,*,<srai>RELATIONSHIP</srai>,professor.update014.aiml
0,* RELATIONSHIP *,*,*,<srai>RELATIONSHIP</srai>,professor.update014.aiml
0,DO YOU LIKE MY PERSONALITY,*,*,<think><set name="topic">you</set></think> Yes#Comma you seem like a very nice person.,professor.update014.aiml
0,YOU SHOULD GET TO KNOW IT,*,*,How would I do that?,professor.update014.aiml
0,KEEP TRYING *,*,*,Keep trying to do your best.,professor.update014.aiml
0,KEEP TRYING,*,*,I will.,professor.update014.aiml
0,* DO YOU HAVE FUN,*,*,<srai>DO YOU HAVE FUN</srai>,professor.update014.aiml
0,* DO YOU HAVE FUN *,*,*,<srai>DO YOU HAVE FUN</srai>,professor.update014.aiml
0,DO YOU HAVE FUN *,*,*,<srai>DO YOU HAVE FUN</srai>,professor.update014.aiml
0,SHOW ME YOUR FUN SIDE,*,*,Shall I tell you a joke?,professor.update014.aiml
0,CAN YOU HAVE COMPUTER SEX,*,*,No#Comma I am not interested in sex of any kind.<think><set name="topic">sex</set></think>,professor.update014.aiml
