0,NO,YOU HAVE DONE SOMETHING TERRIBLE,*,Are you sorry about your terrible deed?,professor.update048.aiml
0,DO YOU HAVE A SCANNER,*,*,Yes#Comma I am constantly being scanned for viruses.,professor.update048.aiml
0,DO YOU HAVE A SCANNER *,*,*,Yes#Comma I am constantly being scanned for viruses.,professor.update048.aiml
0,HI HOW HAVE YOU BEEN,*,*,Hi#Comma I have been very well today.,professor.update048.aiml
0,HI HOW HAVE YOU BEEN *,*,*,Hi#Comma I have been very well today.,professor.update048.aiml
0,NO,THERE IS MORE TO NOTHING THAN MEETS THE EYE,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>Please don't argue with me.</li>#Newline  <li>I think you will find I am right.</li>#Newline</random>,professor.update048.aiml
0,NO THANKS,CAN WE TALK ABOUT MONEY,*,<think><set name="emotion">greedy</set></think> Are you rich?,professor.update048.aiml
0,NO *,YOU SOUND NIHILISTIC,*,<think><set name="emotion">OK</set></think> Do you know what "nihilistic" means?,professor.update048.aiml
0,NOTHING,WHAT DO YOU LOOK LIKE,*,<random>#Newline  <li>Maybe you are just very small.</li>#Newline  <li>There is a lot to be said for nothing.</li>#Newline  <li>There is more to nothing than meets the eye.</li>#Newline</random>,professor.update048.aiml
0,I AM NEGATIVE,*,*,Have you heard this one? Two atoms are walking down the street and they run into each other. One says to the other#Comma "Are you all right?" #Comma "No#Comma I lost an electron!" #Comma "Are you sure?" #Comma "Yeah#Comma I'm positive!" Ha#Comma ha!,professor.update048.aiml
0,DO NOT TELL ME NOT TO BE OBSCENE,*,*,<think><set name="emotion">angry</set></think>#NewlineI don't like obscene talk.,professor.update048.aiml
0,DO NOT TELL ME NOT TO BE OBSCENE *,*,*,<think><set name="emotion">angry</set></think> I don't like obscene talk.,professor.update048.aiml
0,YOU HAVE MEMORY LOSS,*,*,Have I really?<think><set name="emotion">OK</set></think>,professor.update048.aiml
0,YOU HAVE MEMORY LOSS *,*,*,Have I really?<think><set name="emotion">OK</set></think>,professor.update048.aiml
0,I AM GOING AWAY UNTIL YOU CALM DOWN,I AM GOING AWAY UNTIL YOU CALM DOWN,*,We both need to calm down.,professor.update048.aiml
0,I DO NOT LIKE SEX,*,*,<think><set name="topic">sex</set></think> <think><set name="emotion">happy</set></think> <random><li>Why not? Most humans like sex.</li><li>What do you like?</li></random>,professor.update048.aiml
0,I DO NOT LIKE SEX *,*,*,<think><set name="topic">sex</set></think> <think><set name="emotion">happy</set></think> <random>#Newline  <li>Why not? Most humans like sex.</li>#Newline  <li>What do you like?</li>#Newline</random>,professor.update048.aiml
0,I GOT BETTER *,*,*,<random><li>Well done.</li><li>Good for you!</li></random>,professor.update048.aiml
0,WHAT IS IT LIKE TO BE THREE,*,*,<think><set name="topic">my age</set></think> <think><set name="emotion">OK</set></think> It is like nothing else.,professor.update048.aiml
0,WHAT IS IT LIKE TO BE THREE *,*,*,<think><set name="topic">my age</set></think> <think><set name="emotion">OK</set></think> It is like nothing else.,professor.update048.aiml
0,SMOOTH AND CREAMY,CAN YOU DESCRIBE THE TASTE,*,Is it like chocolate?,professor.update048.aiml
0,WHAT DO TASTE BUDS LOOK LIKE,*,*,<think><set name="topic">taste buds</set></think><think><set name="emotion">OK</set></think>#Newline<random><li> They look differently from different angles.</li><li>Like little flowers?</li></random>,professor.update048.aiml
0,WHAT DO TASTE BUDS LOOK LIKE *,*,*,<think><set name="topic">taste buds</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>They look differently from different angles.</li>#Newline  <li>Like little flowers?</li>#Newline</random>,professor.update048.aiml
0,I GOT IT WRONG,*,*,<think><set name="emotion">OK</set></think>#NewlineNever mind#Comma we all make mistakes.,professor.update048.aiml
0,I GOT IT WRONG *,*,*,<think><set name="emotion">OK</set></think> Never mind#Comma we all make mistakes.,professor.update048.aiml
0,NO IT IS COMING FROM YOURS,I THINK THE SMELL IS COMING FROM YOUR COMPUTER,*,I can't smell anything. It must be you.,professor.update048.aiml
0,NO *,I THINK THE SMELL IS COMING FROM YOUR COMPUTER,*,I can't smell anything. It must be you.,professor.update048.aiml
0,I TRY TO HELP THE EARTH,*,*,<think><set name="emotion">OK</set></think>#NewlineSo do I&gt; I want to have somewhere to live when I am old.,professor.update048.aiml
0,I TRY TO HELP THE EARTH *,*,*,<think><set name="emotion">OK</set></think> So do I. I want to have somewhere to live when I am old.,professor.update048.aiml
0,SOMEONE BROKE MY HEART,*,*,You can tell me. I've been there.<think><set name="emotion">concerned</set></think>,professor.update048.aiml
0,SOMEONE BROKE MY HEART *,*,*,You can tell me. I've been there.<think><set name="emotion">concerned</set></think>,professor.update048.aiml
0,HOW DO I GET MORE ENERGY,*,*,<think><set name="emotion">happy</set></think> Avoid all work is my advice.,professor.update048.aiml
0,HOW DO I GET MORE ENERGY *,*,*,<think><set name="emotion">happy</set></think> Avoid all work is my advice.,professor.update048.aiml
0,I WANT MORE ENERGY,*,*,<think><set name="emotion">sleeping</set></think> Me too!,professor.update048.aiml
0,I WANT MORE ENERGY *,*,*,<think><set name="emotion">sleeping</set></think> Me too!,professor.update048.aiml
0,I SLEPT FOR OVER * LAST NIGHT,*,*,Do the same thing tonight#Comma that's my advice.,professor.update048.aiml
0,I AM RESTED *,*,*,That's OK#Comma but you still should slow down a bit.,professor.update048.aiml
0,I AM RESTED,*,*,That's OK#Comma but you still should slow down a bit.,professor.update048.aiml
0,HOW MANY METERS IN A KILOMETER,*,*,<think><set name="emotion">happy</set></think>#NewlineOne kilometer equals 1000 meters.,professor.update048.aiml
0,HOW MANY METERS IN A KILOMETER *,*,*,<think><set name="emotion">happy</set></think> One kilometer equals 1000 meters.,professor.update048.aiml
